,
Company,Market Cap (Cr)
Pritish Nandy Communications Ltd.,31
Simbhaoli Sugars Ltd.,31
Supreme Engineering Ltd.,30
STL Global Ltd.,30
DSJ Keep Learning Ltd.,29
Nagreeka Capital & Infrastructure Ltd.,29
SITI Networks Ltd.,29
GSS Infotech Ltd.,29
Future Lifestyle Fashions Ltd.,28
Pearl Polymers Ltd.,28
Williamson Magor & Company Ltd.,28
Kaushalya Infrastructure Development Corpn.Ltd.,28
Seya Industries Ltd.,27
Kanani Industries Ltd.,27
Libas Consumer Products Ltd.,26
Vaxtex Cotfab Ltd.,26
TGB Banquets and Hotels Ltd.,26
Infomedia Press Ltd.,25
Khandwala Securities Ltd.,25
Cyber Media (India) Ltd.,25
Super Spinning Mills Ltd.,24
Mahalaxmi Fabric Mills Ltd.,24
TECIL Chemicals & Hydro Power Ltd.,24
Kridhan Infra Ltd.,23
Laxmi Cotspin Ltd.,23
G-Tec Jainx Education Ltd.,21
Ankit Metal & Power Ltd.,21
Flexituff Ventures International Ltd.,21
Sri Havisha Hospitality and Infrastructure Ltd.,21
Morarjee Textiles Ltd.,21
Silly Monks Entertainment Ltd.,21
TV Vision Ltd.,20
Gujarat Raffia Industries Ltd.,19
BIL Vyapar Ltd.,19
Sanwaria Consumer Ltd.,18
Future Enterprises Ltd.,18
Astron Paper & Board Mill Ltd.,18
TCI Finance Ltd.,18
Ace Integrated Solutions Ltd.,17
MEP Infrastructure Developers Ltd.,17
Visagar Polytex Ltd.,17
Usha Martin Education & Solutions Ltd.,17
JHS Svendgaard Retail Ventures Ltd.,16
Radaan Mediaworks (I) Ltd.,16
Heads UP Ventures Ltd.,15
DCM Financial Services Ltd.,15
Lypsa Gems & Jewellery Ltd.,15
Creative Eye Ltd.,14
Impex Ferro Tech Ltd.,13
Tijaria Polypipes Ltd.,13
Uniinfo Telecom Services Ltd.,13
Ortin Global Ltd.,13
Antarctica Ltd.,13
Winsome Yarns Ltd.,12
Rajdarshan Industries Ltd.,12
Gujarat Lease Financing Ltd.,12
Niraj Ispat Industries Ltd.,12
SAB Events & Governance Now Media Ltd.,12
Eurotex Industries & Exports Ltd.,12
Globale Tessile Ltd.,11
Shyam Telecom Ltd.,10
MT Educare Ltd.,10
Compuage Infocom Ltd.,10
Premier Ltd.,9
Omkar Speciality Chemicals Ltd.,8
Shanti Overseas (India) Ltd.,7
Ortel Communications Ltd.,6
Lakshmi Precision Screws Ltd.,5
Setubandhan Infrastructure Ltd.,5
Cura Technologies Ltd.,4
Sanco Industries Ltd.,3
